Title,Gender,Ethnicity,Annual Salary,Years of Employment
Police Corporal/Detective,M,White,90700.48,13
Police Officer,F,White,58680.96,2
Police Officer,M,White,72681.44,3
Police Officer,M,Black or African American,72681.44,8
Police Officer,M,White,72681.44,6
Police Corporal/Detective,F,White,103844.0,18
Police Officer,M,Black or African American,83210.4,12
Police Officer,M,White,95270.24,22
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,White,58680.96,2
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,103844.0,23
Police Officer,M,White,65850.72,3
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,White,72681.44,7
Police Officer,M,Hispanic or Latino,72681.44,6
Police Officer,M,White,83210.4,13
Police Officer,M,White,72681.44,6
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,4
Police Officer,F,White,77767.04,11
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,65850.72,3
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,White,97048.64,17
Police Corporal/Detective,M,White,103844.0,17
Police Corporal/Detective,M,White,90700.48,15
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,72681.44,4
Police Officer,M,White,83210.4,12
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,65850.72,3
Police Officer,M,Black or African American,65850.72,3
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,83210.4,15
Police Officer,M,White,83210.4,15
Police Officer,M,White,95270.24,28
Police Officer,M,White,72681.44,7
Police Officer,M,White,89034.4,17
Police Officer,M,White,72681.44,6
Police Officer,M,White,89034.4,25
Police Officer,M,White,72681.44,8
Police Corporal/Detective,M,White,90700.48,15
Police Officer,F,White,72681.44,7
Police Corporal/Detective,M,White,84766.24,9
Police Officer,M,White,72681.44,7
Police Officer,M,White,95270.24,18
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,72681.44,8
Administrative Specialist,F,White,51542.4,8
Police Officer,M,Black or African American,83210.4,13
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,White,77767.04,8
Police Officer,F,Hispanic or Latino,77767.04,10
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,White,72681.44,5
Police Officer,M,White,58680.96,2
Police Officer,M,Black or African American,72681.44,6
Police Officer,F,White,65850.72,3
Police Corporal/Detective,M,White,103844.0,21
Police Officer,F,White,89034.4,16
Police Officer,M,White,58680.96,2
Administrative Specialist,F,Hispanic or Latino,51542.4,21
"MuniProg, Paraprofessional",M,White,54080.0,3
Police Officer,M,Asian,72681.44,5
Police Officer,M,White,72681.44,7
Police Corporal/Detective,F,Black or African American,103844.0,22
Police Corporal/Detective,M,White,84766.24,8
Police Corporal/Detective,M,White,103844.0,18
Police Corporal/Detective,M,White,84766.24,11
Police Officer,M,White,65850.72,3
Police Corporal/Detective,F,White,103844.0,20
Police Officer,M,White,77767.04,9
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,Hispanic or Latino,72681.44,8
Police Officer,F,Hispanic or Latino,72681.44,6
Police Officer,M,White,95270.24,19
Police Officer,M,White,65850.72,2
Police Officer,M,White,72681.44,8
Police Officer,M,White,58680.96,2
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,Black or African American,72681.44,7
Police Officer,M,Black or African American,72681.44,7
Police Corporal/Detective,M,Black or African American,90700.48,15
Police Corporal/Detective,M,White,84766.24,10
Police Officer,M,Asian,72681.44,5
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,Black or African American,77767.04,20
Police Officer,M,White,77767.04,10
Police Officer,M,Black or African American,95270.24,26
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,9
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,90700.48,15
Police Officer,M,White,83210.4,12
Police Officer,M,White,77767.04,10
Administrative Specialist,F,White,51168.0,2
Police Corporal/Detective,F,White,97048.64,17
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,83210.4,21
Police Officer,M,White,83210.4,13
Police Officer,M,White,72681.44,3
Police Officer,M,White,83210.4,12
Police Officer,M,White,83210.4,12
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,24
Police Officer,M,White,77767.04,11
Police Officer,M,White,89034.4,17
Police Officer,M,Hispanic or Latino,77767.04,10
Police Officer,M,White,65850.72,3
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,65850.72,2
Police Officer,M,White,72681.44,6
Police Officer,F,White,77767.04,13
Police Corporal/Detective,M,White,103844.0,20
Police Corporal/Detective,M,White,90700.48,15
Police Officer,M,White,89034.4,17
Police Officer,M,White,95270.24,20
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,Hispanic or Latino,103844.0,20
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,8
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,M,Black or African American,83210.4,13
Police Officer,M,White,72681.44,7
Police Officer,M,Black or African American,83210.4,13
Police Officer,M,Asian,77767.04,10
Administrative Specialist,F,Black or African American,51542.4,25
Police Officer,M,White,89034.4,17
Police Officer,M,White,77767.04,10
Police Corporal/Detective,M,White,84766.24,10
Police Officer,M,White,72681.44,8
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,72681.44,5
Police Officer,M,White,72681.44,5
Police Officer,M,White,77767.04,8
Police Officer,M,White,95270.24,21
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,103844.0,24
Police Officer,M,White,72681.44,4
Police Corporal/Detective,M,White,103844.0,25
Police Officer,M,White,95270.24,23
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,103844.0,27
Police Officer,M,White,58680.96,2
Police Officer,M,Black or African American,83210.4,13
Police Corporal/Detective,M,White,90700.48,15
Police Officer,M,White,77767.04,8
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,5
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,5
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,25
Police Officer,M,White,72681.44,7
Police Officer,M,White,83210.4,15
Police Officer,M,White,77767.04,18
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,72681.44,4
Police Corporal/Detective,M,White,97048.64,17
Police Corporal/Detective,F,Hispanic or Latino,97048.64,16
Police Officer,M,White,95270.24,27
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,Black or African American,95270.24,18
Police Officer,M,White,83210.4,12
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,65850.72,3
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,10
Police Officer,M,White,89034.4,16
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,Hispanic or Latino,90700.48,15
Police Officer,M,Hispanic or Latino,95270.24,19
Police Officer,F,Hispanic or Latino,72681.44,5
Administrative Specialist,F,White,51542.4,12
Police Officer,M,White,77767.04,10
Police Officer,F,White,83210.4,15
Police Officer,F,White,95270.24,12
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,6
Police Corporal/Detective,F,White,97048.64,16
Police Officer,M,White,77767.04,10
Police Corporal/Detective,M,Hispanic or Latino,90700.48,13
Police Officer,M,White,77767.04,8
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,72681.44,6
Police Officer,F,White,72681.44,6
Police Officer,M,White,83210.4,15
Police Officer,M,White,89034.4,17
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,10
Police Officer,F,White,95270.24,20
Police Officer,M,White,72681.44,4
Police Officer,F,Hispanic or Latino,77767.04,11
Police Corporal/Detective,M,White,84766.24,11
Police Officer,M,White,95270.24,21
Police Corporal/Detective,F,White,103844.0,28
Police Officer,M,White,72681.44,5
Police Officer,M,White,89034.4,17
Police Officer,M,Hispanic or Latino,83210.4,12
Police Officer,M,Hispanic or Latino,77767.04,9
Police Officer,F,Hispanic or Latino,95270.24,24
Police Officer,M,Hispanic or Latino,95270.24,19
Police Corporal/Detective,F,Hispanic or Latino,103844.0,24
Police Corporal/Detective,M,Black or African American,103844.0,21
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,77767.04,10
Police Officer,M,White,89034.4,17
Administrative Specialist,F,Hispanic or Latino,46904.0,18
Police Officer,M,White,72681.44,5
Police Officer,M,Hispanic or Latino,77767.04,17
Police Officer,M,Hispanic or Latino,72681.44,7
Police Officer,M,Asian,65850.72,2
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,77767.04,10
Police Officer,M,White,77767.04,10
Police Officer,F,Black or African American,77767.04,16
Police Officer,M,White,83210.4,15
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,95270.24,21
Police Officer,M,White,89034.4,16
Police Officer,M,Black or African American,72681.44,5
Police Officer,M,Hispanic or Latino,95270.24,18
Administrative Specialist,F,Hispanic or Latino,51542.4,24
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,Black or African American,89034.4,16
Police Officer,M,White,58680.96,2
Police Officer,M,Asian,72681.44,6
Police Officer,M,Hispanic or Latino,83210.4,15
Police Officer,M,White,77767.04,8
Administrative Specialist,F,Black or African American,44907.2,4
Police Officer,M,White,83210.4,13
Police Officer,M,White,72681.44,5
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,103844.0,22
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,95270.24,24
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,Hispanic or Latino,72681.44,5
Administrative Specialist,M,Hispanic or Latino,44907.2,7
Police Officer,F,Hispanic or Latino,72681.44,6
Police Officer,M,Hispanic or Latino,58680.96,2
Police Corporal/Detective,M,Hispanic or Latino,90700.48,15
Police Officer,M,Hispanic or Latino,83210.4,14
Police Officer,M,Hispanic or Latino,77767.04,8
Police Officer,M,Hispanic or Latino,83210.4,12
Police Officer,M,Hispanic or Latino,83210.4,13
Police Officer,M,Hispanic or Latino,83210.4,14
Police Officer,M,Hispanic or Latino,95270.24,20
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,Black or African American,83210.4,14
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,Hispanic or Latino,90700.48,14
Police Officer,M,White,72681.44,5
Police Officer,F,White,58680.96,2
Police Officer,M,White,72681.44,7
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,7
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,Black or African American,103844.0,23
Police Officer,M,Black or African American,83210.4,15
Police Corporal/Detective,M,Hispanic or Latino,90700.48,14
Police Officer,M,White,83210.4,15
Police Officer,M,White,72681.44,7
Police Officer,F,White,77767.04,10
Police Officer,M,White,65850.72,3
Police Officer,M,White,89034.4,17
Police Corporal/Detective,M,White,90700.48,15
Police Officer,F,White,72681.44,6
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,White,103844.0,19
Police Officer,M,White,77767.04,10
Police Officer,M,White,77767.04,10
Police Officer,M,Black or African American,77767.04,20
Police Officer,M,White,72681.44,6
Police Officer,M,White,65850.72,3
Police Officer,M,White,58680.96,2
Police Officer,M,White,58680.96,2
Police Corporal/Detective,F,White,90700.48,13
Police Officer,F,Hispanic or Latino,77767.04,11
Police Officer,M,White,58680.96,2
Police Officer,M,White,95270.24,22
Police Corporal/Detective,M,Black or African American,103844.0,27
Police Officer,M,White,95270.24,21
Police Officer,M,White,72681.44,4
Administrative Specialist,F,White,43680.0,2
Police Officer,M,White,58680.96,2
Administrative Specialist,F,White,40518.4,3
Police Officer,M,Asian,72681.44,6
Police Officer,M,White,77767.04,8
Police Corporal/Detective,M,White,103844.0,28
Police Officer,M,White,58680.96,2
Police Officer,M,White,58680.96,2
Police Officer,M,White,89034.4,16
Police Officer,M,White,77767.04,11
Police Officer,M,White,72681.44,5
Police Officer,M,White,72681.44,7
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,103844.0,22
Police Officer,F,Hispanic or Latino,65850.72,2
Police Corporal/Detective,F,Hispanic or Latino,90700.48,14
Police Officer,M,Hispanic or Latino,89034.4,17
Police Officer,M,Hispanic or Latino,72681.44,4
Police Officer,M,Hispanic or Latino,65850.72,3
Police Officer,M,Hispanic or Latino,89034.4,17
Police Officer,M,White,89034.4,16
Police Corporal/Detective,M,White,103844.0,20
Police Corporal/Detective,M,White,103844.0,21
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,M,White,90700.48,14
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,8
Police Officer,M,White,72681.44,8
Police Officer,M,White,72681.44,3
Police Officer,F,Hispanic or Latino,77767.04,11
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,95270.24,21
Police Officer,M,White,72681.44,3
Police Officer,M,White,58680.96,2
Police Officer,M,White,83210.4,13
Police Officer,M,White,77767.04,11
Police Officer,M,White,77767.04,10
Police Officer,M,White,77767.04,9
Police Officer,M,White,77767.04,8
Police Officer,M,White,95270.24,22
Police Officer,M,White,95270.24,19
Police Corporal/Detective,M,Hispanic or Latino,103844.0,19
Police Corporal/Detective,M,White,97048.64,17
Police Corporal/Detective,M,Black or African American,103844.0,18
Police Officer,M,White,83210.4,13
Police Officer,M,White,89034.4,17
Police Officer,F,White,58680.96,2
Police Officer,M,White,72681.44,6
Police Corporal/Detective,M,Hispanic or Latino,103844.0,27
Administrative Specialist,M,Black or African American,51542.4,7
Police Officer,M,White,95270.24,21
Police Officer,M,Hispanic or Latino,95270.24,20
Administrative Specialist,F,Hispanic or Latino,51542.4,20
Police Corporal/Detective,M,White,103844.0,21
Police Corporal/Detective,M,Hispanic or Latino,97048.64,16
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,103844.0,22
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,77767.04,10
Police Officer,M,White,83210.4,12
Police Officer,M,White,58680.96,2
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,95270.24,25
Administrative Specialist,F,Hispanic or Latino,42307.2,4
Police Officer,M,Hispanic or Latino,95270.24,20
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,Hispanic or Latino,77767.04,9
Police Officer,M,Hispanic or Latino,72681.44,7
Police Officer,M,White,95270.24,20
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,White,103844.0,14
Police Corporal/Detective,M,White,84766.24,11
Police Officer,M,White,72681.44,4
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,103844.0,23
Police Officer,M,Asian,95270.24,28
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,7
Police Officer,M,White,72681.44,7
Police Officer,M,White,95270.24,26
Police Corporal/Detective,M,White,103844.0,20
Administrative Specialist,F,Hispanic or Latino,41579.2,4
Police Officer,M,White,72681.44,6
Police Officer,M,White,72681.44,6
Police Officer,M,White,72681.44,4
Police Officer,M,White,95270.24,21
Police Officer,M,White,72681.44,4
Police Officer,M,White,58680.96,2
Police Officer,M,Black or African American,77767.04,11
Police Corporal/Detective,M,White,84766.24,11
Administrative Specialist,M,Black or African American,41579.2,7
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,103844.0,18
Police Corporal/Detective,M,White,103844.0,22
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,Black or African American,89034.4,17
Police Officer,M,White,83210.4,13
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,83210.4,15
Police Officer,M,White,72681.44,5
Police Officer,M,White,95270.24,20
Police Officer,M,Asian,72681.44,6
Police Officer,M,Asian,58680.96,2
Police Officer,M,Asian,72681.44,3
Police Officer,M,White,83210.4,12
Police Corporal/Detective,F,Black or African American,103844.0,20
Police Officer,M,White,72681.44,4
Police Officer,M,Asian,58680.96,2
Police Corporal/Detective,M,White,84766.24,11
Police Officer,M,White,72681.44,5
Police Officer,M,White,77767.04,11
Police Officer,M,White,72681.44,7
Police Officer,M,White,65850.72,3
Police Officer,M,White,95270.24,22
Police Officer,M,White,77767.04,23
Police Officer,M,White,72681.44,5
Police Officer,M,White,95270.24,19
Police Corporal/Detective,M,White,103844.0,20
Police Corporal/Detective,F,White,103844.0,18
Police Officer,M,White,89034.4,16
Police Officer,F,White,72681.44,8
Police Corporal/Detective,M,White,84766.24,14
Police Corporal/Detective,F,White,103844.0,22
Police Officer,M,White,95270.24,22
Police Officer,M,White,95270.24,18
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,95270.24,21
Police Officer,M,White,72681.44,7
Police Officer,M,Black or African American,72681.44,5
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,84766.24,11
Police Officer,F,Black or African American,58680.96,2
Police Officer,M,Black or African American,65850.72,3
Police Officer,M,White,72681.44,5
Police Officer,M,Hispanic or Latino,83210.4,19
Police Officer,M,White,89034.4,16
Police Corporal/Detective,F,White,97048.64,16
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,103844.0,22
Police Corporal/Detective,F,White,97048.64,17
Police Officer,M,White,65850.72,3
Police Officer,M,Hispanic or Latino,72681.44,6
Police Officer,M,White,72681.44,8
Police Officer,M,White,77767.04,10
Police Officer,M,Hispanic or Latino,77767.04,11
Administrative Specialist,F,Hispanic or Latino,51542.4,11
Police Officer,M,White,65850.72,3
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,White,83210.4,13
Police Officer,M,White,95270.24,18
Police Officer,M,White,83210.4,12
Police Officer,F,Hispanic or Latino,83210.4,14
Police Officer,M,White,72681.44,7
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,White,72681.44,6
Police Officer,M,White,83210.4,14
Police Officer,M,White,77767.04,10
Police Officer,M,White,72681.44,5
Police Officer,M,White,95270.24,23
Police Officer,M,White,72681.44,7
Police Officer,M,Hispanic or Latino,65850.72,3
Police Officer,M,Hispanic or Latino,77767.04,8
Police Officer,M,White,65850.72,2
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,83210.4,15
Police Officer,M,White,83210.4,12
Police Officer,M,White,77767.04,11
Police Officer,M,Hispanic or Latino,58680.96,2
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,6
Police Corporal/Detective,F,White,103844.0,22
Police Officer,M,White,77767.04,14
Police Officer,M,Hispanic or Latino,83210.4,13
Police Corporal/Detective,M,Hispanic or Latino,103844.0,20
Police Corporal/Detective,M,White,84766.24,11
Administrative Specialist,F,Hispanic or Latino,51542.4,4
Police Officer,M,Hispanic or Latino,77767.04,11
Police Corporal/Detective,M,Hispanic or Latino,90700.48,12
Police Officer,M,Hispanic or Latino,83210.4,12
Police Officer,M,Hispanic or Latino,83210.4,15
Police Officer,M,Hispanic or Latino,83210.4,13
Police Officer,M,Hispanic or Latino,77767.04,12
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,Hispanic or Latino,83210.4,13
Police Officer,M,Hispanic or Latino,72681.44,7
Police Officer,F,Hispanic or Latino,72681.44,7
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,83210.4,15
Police Officer,M,White,77767.04,8
Police Officer,M,White,58680.96,2
Police Officer,M,White,77767.04,11
Police Officer,M,White,72681.44,4
Police Officer,M,Hispanic or Latino,95270.24,20
Police Officer,M,White,58680.96,2
Police Officer,M,White,77767.04,9
Police Officer,M,White,83210.4,12
Police Officer,M,Asian,77767.04,11
Police Corporal/Detective,M,Black or African American,103844.0,27
Administrative Specialist,M,White,49940.8,3
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,White,95270.24,18
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,20
Police Officer,M,White,83210.4,14
Police Officer,M,Hispanic or Latino,77767.04,8
Police Officer,M,Hispanic or Latino,65850.72,3
Police Officer,M,White,83210.4,13
Police Officer,M,White,77767.04,11
Police Officer,M,White,83210.4,13
Police Officer,M,White,77767.04,11
Police Corporal/Detective,M,White,79220.96,8
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,F,White,103844.0,24
Police Officer,M,Black or African American,77767.04,8
Police Officer,M,White,77767.04,17
Police Corporal/Detective,M,White,84766.24,11
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,Black or African American,65850.72,3
Police Officer,M,Asian,72681.44,6
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,72681.44,7
Police Officer,M,Black or African American,83210.4,13
Police Officer,M,White,77767.04,8
Police Officer,M,White,72681.44,3
Police Officer,M,White,72681.44,5
Police Corporal/Detective,M,White,103844.0,19
Police Corporal/Detective,M,White,103844.0,34
Police Officer,M,White,77767.04,10
Police Officer,M,White,83210.4,13
Police Officer,M,White,72681.44,6
Police Officer,M,White,83210.4,13
Police Corporal/Detective,M,White,103844.0,21
Police Officer,M,Asian,58680.96,2
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,F,Black or African American,83210.4,15
Police Officer,M,White,77767.04,17
Police Officer,M,White,83210.4,12
Police Officer,M,White,77767.04,8
Police Officer,M,White,77767.04,8
Police Officer,M,Hispanic or Latino,83210.4,13
Police Corporal/Detective,M,Hispanic or Latino,103844.0,20
Police Officer,M,Hispanic or Latino,58680.96,2
Police Officer,M,Hispanic or Latino,83210.4,15
Police Officer,M,Hispanic or Latino,72681.44,8
Police Officer,F,Hispanic or Latino,72681.44,5
Police Officer,M,White,65850.72,3
Police Officer,F,White,65850.72,3
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,Black or African American,72681.44,5
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,77767.04,10
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,72681.44,8
Police Officer,M,White,72681.44,5
Police Officer,M,White,77767.04,10
Police Officer,M,White,65850.72,3
Police Officer,M,White,72681.44,6
Police Officer,M,Hispanic or Latino,77767.04,8
Police Officer,M,Hispanic or Latino,95270.24,18
Police Officer,M,White,72681.44,8
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,Black or African American,89034.4,16
Police Officer,M,White,72681.44,4
Police Officer,M,White,77767.04,10
Police Officer,M,White,77767.04,10
Police Officer,M,White,83210.4,12
Police Officer,M,Black or African American,83210.4,12
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,72681.44,6
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,M,Black or African American,103844.0,22
Police Officer,M,White,83210.4,14
Police Officer,M,White,95270.24,33
Police Officer,M,White,83210.4,14
Police Corporal/Detective,M,Hispanic or Latino,90700.48,14
Police Officer,M,Hispanic or Latino,83210.4,13
Police Corporal/Detective,F,Hispanic or Latino,103844.0,19
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,Black or African American,103844.0,19
Police Officer,M,White,72681.44,6
Police Corporal/Detective,M,Black or African American,103844.0,23
Police Officer,M,Black or African American,72681.44,5
Police Officer,M,Hispanic or Latino,83210.4,14
Police Officer,M,Hispanic or Latino,72681.44,8
Police Officer,M,White,72681.44,6
Police Corporal/Detective,M,Hispanic or Latino,103844.0,19
Police Officer,M,Hispanic or Latino,83210.4,13
Police Corporal/Detective,M,Hispanic or Latino,103844.0,18
Police Corporal/Detective,M,Hispanic or Latino,103844.0,33
Police Corporal/Detective,M,Hispanic or Latino,90700.48,13
Police Officer,M,Hispanic or Latino,72681.44,7
Police Corporal/Detective,M,Hispanic or Latino,84766.24,11
Police Officer,M,Hispanic or Latino,77767.04,9
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,M,Hispanic or Latino,72681.44,3
Police Officer,M,Hispanic or Latino,95270.24,24
Police Corporal/Detective,F,Hispanic or Latino,103844.0,22
Administrative Specialist,F,Hispanic or Latino,47028.8,13
Police Officer,M,Hispanic or Latino,89034.4,16
Administrative Specialist,F,Hispanic or Latino,48235.2,4
Police Officer,M,Hispanic or Latino,72681.44,5
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,90700.48,12
Police Officer,M,White,72681.44,6
Police Officer,F,Hispanic or Latino,77767.04,11
Police Officer,M,White,72681.44,7
Police Officer,M,Hispanic or Latino,95270.24,22
Police Officer,M,White,58680.96,2
Administrative Specialist,F,Hispanic or Latino,51542.4,21
Police Officer,M,Hispanic or Latino,95270.24,18
Police Corporal/Detective,F,Hispanic or Latino,103844.0,27
Police Officer,M,White,83210.4,12
Police Officer,F,White,65850.72,3
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,White,83210.4,12
Police Officer,M,White,89034.4,17
Police Officer,M,Black or African American,72681.44,7
Police Officer,M,Black or African American,65850.72,3
Police Officer,M,Black or African American,77767.04,11
Police Officer,M,Hispanic or Latino,72681.44,5
Police Corporal/Detective,M,Hispanic or Latino,97048.64,16
Administrative Specialist,F,Hispanic or Latino,51542.4,30
Police Corporal/Detective,M,White,103844.0,21
Police Corporal/Detective,M,White,103844.0,22
Administrative Specialist,F,White,51542.4,15
Police Corporal/Detective,M,White,97048.64,17
Police Officer,M,Hispanic or Latino,77767.04,11
Police Officer,M,Asian,72681.44,7
Police Officer,M,White,72681.44,6
Police Officer,F,Hispanic or Latino,58680.96,2
Police Officer,M,Hispanic or Latino,72681.44,3
Administrative Specialist,F,Hispanic or Latino,51542.4,7
Police Officer,M,Hispanic or Latino,65850.72,3
Police Corporal/Detective,M,Hispanic or Latino,97048.64,17
Police Officer,M,White,58680.96,2
Police Officer,M,Hispanic or Latino,83210.4,18
Police Corporal/Detective,M,Hispanic or Latino,103844.0,20
Police Officer,M,Hispanic or Latino,77767.04,10
Police Corporal/Detective,M,Hispanic or Latino,103844.0,29
Police Officer,F,Hispanic or Latino,72681.44,5
Police Officer,M,White,83210.4,12
Police Officer,F,White,83210.4,13
Police Officer,M,Hispanic or Latino,89034.4,17
Police Officer,M,White,83210.4,13
Police Officer,M,White,72681.44,3
Police Officer,M,White,77767.04,9
Police Corporal/Detective,F,White,103844.0,22
Police Officer,M,White,83210.4,13
Police Officer,M,White,58680.96,2
Police Officer,M,White,72681.44,7
Police Corporal/Detective,F,White,103844.0,21
Police Officer,M,White,58680.96,2
Police Officer,M,White,83210.4,15
Police Corporal/Detective,M,White,103844.0,24
Police Corporal/Detective,M,White,90700.48,15
Police Officer,M,White,77767.04,8
Police Officer,M,White,83210.4,15
Police Officer,M,White,65850.72,3
"MuniProg, Paraprofessional",M,White,47840.0,8
Police Officer,M,White,72681.44,7
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,77767.04,8
Police Corporal/Detective,M,White,103844.0,25
Police Officer,M,White,83210.4,12
Police Officer,M,White,65850.72,3
Police Corporal/Detective,F,White,103844.0,26
Police Corporal/Detective,M,White,103844.0,22
Police Officer,M,White,77767.04,11
Police Officer,M,Black or African American,89034.4,17
Police Officer,M,White,83210.4,12
Police Officer,M,White,58680.96,2
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,M,White,90700.48,13
Police Corporal/Detective,M,White,103844.0,18
Police Officer,M,White,95270.24,20
Police Corporal/Detective,M,White,97048.64,17
Police Corporal/Detective,M,White,90700.48,13
Police Officer,M,White,65850.72,3
Police Corporal/Detective,M,Hispanic or Latino,103844.0,18
Police Officer,M,Hispanic or Latino,58680.96,2
